school_name,school_code,latitude,longitude,status,google_name,google_lat,google_lng,google_address,distance_m,your_pin_link,google_pin_link
SJK(T) JENJAROM,BBD1055,2.879709,101.493763,confirmed,SJKT Jenjarom,2.8794649,101.493739,"291, Lorong 17, Kampung Sungai Jarom, 42600 Jenjarom, Selangor, Malaysia",27.0,"https://www.google.com/maps?q=2.879709,101.493763","https://www.google.com/maps?q=2.8794649,101.493739"
SJK(T) MENGLEMBU,ABD2168,4.56389162,101.0438097,confirmed,SJK(T) Menglembu,4.5644442,101.0433685,"Sjk (t) Menglembu, Jalan Trancehll, 31450 Menglembu, Malaysia",79.0,"https://www.google.com/maps?q=4.56389162,101.0438097","https://www.google.com/maps?q=4.5644442,101.0433685"
SJK(T) CHANGKAT,ABD2169,4.475618,101.034913,confirmed,SMK Sultan Yussuf,4.4765145,101.0382349,"Jalan Ilmu, Kampung Bendera, 30200 Batu Gajah, Perak, Malaysia",382.0,"https://www.google.com/maps?q=4.475618,101.034913","https://www.google.com/maps?q=4.4765145,101.0382349"
SJK(T) TAMPIN,NBD5029,2.47261,102.228,confirmed,SMJK Pulau Sebang 普中,2.4689711,102.226287,"Jalan Ria, 78000 Tampin Pos, Melaka, Malaysia",447.0,"https://www.google.com/maps?q=2.47261,102.228","https://www.google.com/maps?q=2.4689711,102.226287"
SJK(T) RANTAU,NBD4084,2.597677,101.949281,confirmed,SJK (T) Rantau,2.5979258,101.9494457,"Sjk (t, 71200 Rantau, Negeri Sembilan, Malaysia",33.0,"https://www.google.com/maps?q=2.597677,101.949281","https://www.google.com/maps?q=2.5979258,101.9494457"
SJK(T) TELUK MERBAU,BBD9460,2.642918,101.660631,confirmed,SJK(T) Teluk Merbau,2.6438159,101.6604209,"Kampung Ulu Tris, 43950 Tanjong Sepat, Selangor, Malaysia",103.0,"https://www.google.com/maps?q=2.642918,101.660631","https://www.google.com/maps?q=2.6438159,101.6604209"
SJK(T) BUKIT BERUNTUNG,BBD5059,3.403384,101.554519,confirmed,SK Bukit Beruntung,3.404026,101.5557019,"Jalan Melati, Bandar Bukit Beruntung, 48300 Rawang, Selangor, Malaysia",149.0,"https://www.google.com/maps?q=3.403384,101.554519","https://www.google.com/maps?q=3.404026,101.5557019"
SJK(T) LADANG BATU AMPAT,BBD0060,3.011209,101.487634,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Batu Ampat தமிழ் தேசிய வகுப்பு தொகுப்பு பள்ளி லடங் பத்து அம்பாட்,3.011397,101.487807,"Jalan Kota Raja, Taman Sentosa Perdana, 41000 Klang, Selangor, Malaysia",28.0,"https://www.google.com/maps?q=3.011209,101.487634","https://www.google.com/maps?q=3.011397,101.487807"
SJK(T) PORT DICKSON,NBD2034,2.526972,101.795314,confirmed,SM Chung Hua,2.528574,101.7946634,"SM Chung Hua, Kampung Dhobi, 71000 Port Dickson, Negeri Sembilan, Malaysia",192.0,"https://www.google.com/maps?q=2.526972,101.795314","https://www.google.com/maps?q=2.528574,101.7946634"
SJK(T) RAMAKRISHNA,PBD1085,5.41308,100.302999999999,confirmed,SMKA Al-Mashoor (L),5.4094322,100.3032313,"10460, Jalan Air Itam, 10450 George Town, Pulau Pinang, Malaysia",406.0,"https://www.google.com/maps?q=5.41308,100.302999999999","https://www.google.com/maps?q=5.4094322,100.3032313"
SJK(T) NIBONG TEBAL,PBD4024,5.17213,100.468,confirmed,SJK (C) PAI TEIK,5.1734398,100.4684106,"SJK C PAI TEIK, Jalan Ooi Kar Seng, 14300 Nibong Tebal, Pulau Pinang, Malaysia",153.0,"https://www.google.com/maps?q=5.17213,100.468","https://www.google.com/maps?q=5.1734398,100.4684106"
SJK(T) BANDAR INDERA MAHKOTA,CBD4051,3.8264029,103.283962,confirmed,Pahang State Education Department,3.8270896,103.2850071,"R7HP+24, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia",139.0,"https://www.google.com/maps?q=3.8264029,103.283962","https://www.google.com/maps?q=3.8270896,103.2850071"
SJK(T) AYER TAWAR,ABD1092,4.294859,100.754835,confirmed,SMK Ayer Tawar,4.2967022,100.7568392,"Kampung Baru Ayer Tawar, 32400 Ayer Tawar, Perak, Malaysia",302.0,"https://www.google.com/maps?q=4.294859,100.754835","https://www.google.com/maps?q=4.2967022,100.7568392"
SJK(T) BUKIT MERTAJAM,PBD0036,5.348886111,100.470469399999,confirmed,SMK Bukit Mertajam,5.350005599999999,100.4710919,"Jalan Seri Maju, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",142.0,"https://www.google.com/maps?q=5.348886111,100.470469399999","https://www.google.com/maps?q=5.350005599999999,100.4710919"
SJK(T) BANDAR SPRING HILL,NBD2045,2.606033,101.870117,confirmed,SJK(T) Bandar Spring Hill,2.6060376,101.8704033,"71010 Seremban, Negeri Sembilan, Malaysia",32.0,"https://www.google.com/maps?q=2.606033,101.870117","https://www.google.com/maps?q=2.6060376,101.8704033"
SJK(T) PERMAS JAYA,JBD1006,1.510432,103.827477,confirmed,SMK Permas Jaya,1.51018,103.8231799,"Jalan Permas 3/10, Bandar Baru Permas Jaya, 81750 Masai, Johor Darul Ta'zim, Malaysia",478.0,"https://www.google.com/maps?q=1.510432,103.827477","https://www.google.com/maps?q=1.51018,103.8231799"
SJK(T) FLETCHER,WBD0171,3.172214,101.709626,confirmed,SMK Puteri Titiwangsa,3.1737993,101.7071879,"Jalan Temerloh, Titiwangsa, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",323.0,"https://www.google.com/maps?q=3.172214,101.709626","https://www.google.com/maps?q=3.1737993,101.7071879"
SJK(T) MENTAKAB,CBD7089,3.4825608,102.3526634,confirmed,SJK (C) Mentakab (1),3.4824939,102.3527742,"Kampung Catin, 28400 Mentakab, Pahang, Malaysia",14.0,"https://www.google.com/maps?q=3.4825608,102.3526634","https://www.google.com/maps?q=3.4824939,102.3527742"
SJK(T) ARUMUGAM PILLAI,KBD3084,5.656413,100.511251,confirmed,SJK (T) Arumugam Pilai,5.6561974,100.510791,"Jalan Kelab Cinta Sayang, 08000 Sungai Petani, Kedah, Malaysia",56.0,"https://www.google.com/maps?q=5.656413,100.511251","https://www.google.com/maps?q=5.6561974,100.510791"
SJK(T) LADANG ULU TIRAM,JBD1011,1.61582743302621,103.794230818748,confirmed,SJK(T) Ladang Ulu Tiram,1.6157873,103.7947007,"Jalan Felda Ulu Tebrau, Johor, Kampung Kiambang, 81800 Ulu Tiram, Johor, Malaysia",52.0,"https://www.google.com/maps?q=1.61582743302621,103.794230818748","https://www.google.com/maps?q=1.6157873,103.7947007"
SJK(T) DESA CEMERLANG,JBD1010,1.55794879569944,103.818362653255,confirmed,Sekolah Menengah Kebangsaan Desa Cemerlang,1.5567776999999998,103.8176355,"1, Jalan Kenanga 1, Taman Desa Cemerlang, 81800 Ulu Tiram, Johor Darul Ta'zim, Malaysia",153.0,"https://www.google.com/maps?q=1.55794879569944,103.818362653255","https://www.google.com/maps?q=1.5567776999999998,103.8176355"
SJK(T) VAGEESAR,BBD3073,3.341733,101.245173,confirmed,Sultan Abdul Aziz Sixth Form College,3.3426049,101.2438596,"Jalan Dato Hamzah, 45000 Kuala Selangor, Selangor, Malaysia",175.0,"https://www.google.com/maps?q=3.341733,101.245173","https://www.google.com/maps?q=3.3426049,101.2438596"
SJK(T) SARASWATHY,WBD0191,3.083594,101.663381,confirmed,SMK Petaling,3.080739,101.6600895,"Jln Klang Lama, Taman Sri Sentosa, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",484.0,"https://www.google.com/maps?q=3.083594,101.663381","https://www.google.com/maps?q=3.080739,101.6600895"
SJK(T) MELAKA (KUBU),MBD2083,2.203817,102.244992,confirmed,Pay Fong Middle School Malacca,2.2021496000000003,102.2443513,"40, Jalan Tan Chay Yan, 75300 Melaka, Malaysia",199.0,"https://www.google.com/maps?q=2.203817,102.244992","https://www.google.com/maps?q=2.2021496000000003,102.2443513"
SJK(T) ST. TERESA'S CONVENT,ABD6102,4.846213855,100.73711,confirmed,SMK Convent Taiping,4.8466568,100.7365702,"Jalan Convent, Kampung Jambu, 34000 Taiping, Perak, Malaysia",77.0,"https://www.google.com/maps?q=4.846213855,100.73711","https://www.google.com/maps?q=4.8466568,100.7365702"
SJK(T) LADANG EDINBURGH,WBD0184,3.20258,101.633,confirmed,Sekolah Menengah Kebangsaan Taman Bukit Maluri,3.2029058,101.6338424,"Jalan Burung Kasawari, Taman Bukit Maluri, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",100.0,"https://www.google.com/maps?q=3.20258,101.633","https://www.google.com/maps?q=3.2029058,101.6338424"
SJK(T) ST. PHILOMENA CONVENT,ABD2160,4.60230573,101.0693379,confirmed,SJK (T) St. Philomena Convent Ipoh,4.6026313,101.0692812,"45-B, Jalan Silibin, Taman Lim, 30100 Ipoh, Perak, Malaysia",37.0,"https://www.google.com/maps?q=4.60230573,101.0693379","https://www.google.com/maps?q=4.6026313,101.0692812"
SJK(T) TAMAN KELADI,KBD3107,5.614366,100.511638,confirmed,双溪大年新民独立中学,5.6113518,100.5109227,"LOT 12233, Fasa 2, Taman Keladi, 08000 Sungai Petani, Kedah, Malaysia",344.0,"https://www.google.com/maps?q=5.614366,100.511638","https://www.google.com/maps?q=5.6113518,100.5109227"
SJK(T) VIVEKANANDA,WBD0178,3.13063,101.687,confirmed,Global Indian International School Kuala Lumpur - Best CBSE School in Malaysia,3.1274652,101.6856705,"242, Lorong Abdul Samad, off, Jln Sultan Abdul Samad, Brickfields, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",382.0,"https://www.google.com/maps?q=3.13063,101.687","https://www.google.com/maps?q=3.1274652,101.6856705"
SJK(T) LADANG WEST COUNTRY 'TIMUR',BBD4063,2.964208761,101.7883427,confirmed,SMK Jalan Reko,2.9648209000000003,101.7894328,"Jalan 5, Seksyen 5, 43650 Bandar Baru Bangi, Selangor, Malaysia",139.0,"https://www.google.com/maps?q=2.964208761,101.7883427","https://www.google.com/maps?q=2.9648209000000003,101.7894328"
SJK(T) JALAN MERU,BBD0078,3.056938,101.453386,confirmed,SMK Tinggi Klang,3.0540703,101.4499674,"Lot 161 & 48, Jln Meru, Taman Meru, 41710 Klang, Selangor, Malaysia",496.0,"https://www.google.com/maps?q=3.056938,101.453386","https://www.google.com/maps?q=3.0540703,101.4499674"
SJK(T) SEGAMBUT,WBD0192,3.195592,101.658441,confirmed,Tree Top International School,3.1976625,101.6557247,"16, Jalan Udang Siar 1, Taman Sri Segambut, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",379.0,"https://www.google.com/maps?q=3.195592,101.658441","https://www.google.com/maps?q=3.1976625,101.6557247"
SJK(T) AMPANG,BBD4064,3.147973,101.76322,confirmed,SJKT Ampang,3.1480528,101.7636789,"Pekan Ampang, 68000 Ampang Jaya, Selangor, Malaysia",52.0,"https://www.google.com/maps?q=3.147973,101.76322","https://www.google.com/maps?q=3.1480528,101.7636789"
SJK(T) MAHATHMA GANDHI KALASALAI,ABD4110,4.818527,101.076391,confirmed,SJK(T) MAHATHMA GANDHI KALASALAI,4.818435000000001,101.076278,"Jalan Ipoh, Sungai Siput, 31100 Sungai Siput, Perak, Malaysia",16.0,"https://www.google.com/maps?q=4.818527,101.076391","https://www.google.com/maps?q=4.818435000000001,101.076278"
SJK(T) CHETTIARS,ABD2164,4.589650442,101.0732956,confirmed,SMK Methodist | ACS | Anglo-Chinese School | Ipoh,4.5909129,101.0728843,"Jalan Lahat, 30200 Ipoh, Perak, Malaysia",148.0,"https://www.google.com/maps?q=4.589650442,101.0732956","https://www.google.com/maps?q=4.5909129,101.0728843"
SJK(T) SARASWATHY,BBD8457,3.208286,101.577083,confirmed,Al-Amin Tropicana School Primary Sungai Buloh,3.2091906,101.5733223,"1, Jalan Nautika B U20/B, Pusat Komersial Tsb, 40160 Shah Alam, Selangor, Malaysia",429.0,"https://www.google.com/maps?q=3.208286,101.577083","https://www.google.com/maps?q=3.2091906,101.5733223"
SJK(T) SUBRAMANIYA BARATHEE,PBD1088,5.368698,100.300523,confirmed,SMK Datuk Hj Mohamed Nor Ahmad,5.3704519,100.3044958,"Kampung Kastam, 11700 Gelugor, Pulau Pinang, Malaysia",481.0,"https://www.google.com/maps?q=5.368698,100.300523","https://www.google.com/maps?q=5.3704519,100.3044958"
SJK(T) LADANG RINCHING,BBD4057,2.922964,101.859197,confirmed,SJK ( T ) Ladang Rinching,2.9233325000000003,101.8592753,"No. 1, 23rd Mile, Jalan Seremban, Semenyih, Selangor, 43500 Semenyih, Selangor, Malaysia",42.0,"https://www.google.com/maps?q=2.922964,101.859197","https://www.google.com/maps?q=2.9233325000000003,101.8592753"
SJK(T) MAHA GANESA VIDDYASALAI,ABD1073,4.213932045,100.6980392,confirmed,SMK Tok Perdana Sitiawan,4.2151991,100.7007057,"5, Taman Teratai, 32000 Sitiawan, Perak, Malaysia",328.0,"https://www.google.com/maps?q=4.213932045,100.6980392","https://www.google.com/maps?q=4.2151991,100.7007057"
SJK(T) LADANG SUNGAI CHOH,BBD5058,3.367473,101.565473,confirmed,SJKT LADANG SUNGAI CHOH,3.3681743,101.5658951,"Jalan Taman Bukit Teratai, Taman Bukit Teratai, 48000 Rawang, Selangor, Malaysia",91.0,"https://www.google.com/maps?q=3.367473,101.565473","https://www.google.com/maps?q=3.3681743,101.5658951"
SJK(T) LADANG VALLAMBROSA,BBD0092,3.100358,101.377439,confirmed,SMK Sungai Kapar Indah,3.098268,101.376325,"SMK Sungai Kapar Indah, Jalan Harapan 3, 42200, Klang, Taman Sungai Kapar Indah, 42200 Kapar, Selangor, Malaysia",263.0,"https://www.google.com/maps?q=3.100358,101.377439","https://www.google.com/maps?q=3.098268,101.376325"
SJK(T) LADANG TEBRAU,JBD1004,1.550234,103.74139,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Tebrau,1.5499598,103.7412706,"Jalan Adda Utama, Adda Heights, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",33.0,"https://www.google.com/maps?q=1.550234,103.74139","https://www.google.com/maps?q=1.5499598,103.7412706"
SJK(T) TELOK PANGLIMA GARANG,BBD1062,2.906363,101.469616,confirmed,SMK Telok Panglima Garang,2.9101344,101.4691421,"Jln Klang Banting, Pekan Telok, 42500 Telok Panglima Garang, Selangor, Malaysia",423.0,"https://www.google.com/maps?q=2.906363,101.469616","https://www.google.com/maps?q=2.9101344,101.4691421"
SJK(T) RRI SUNGAI BULOH,BBD8456,3.162058333,101.5601833,confirmed,SJK (TAMIL) RRI SG BULOH School,3.1619126,101.5602155,"SJKT RRI SUNGAI BULOH, U 4, 47000 Petaling Jaya, Selangor, Malaysia",17.0,"https://www.google.com/maps?q=3.162058333,101.5601833","https://www.google.com/maps?q=3.1619126,101.5602155"
SJK(T) BANDAR SRI SENDAYAN,NBD4088,2.660655,101.871737,confirmed,SJK(T) Bandar Sri Sendayan,2.6603391,101.8723888,"Bandar Sri Sendayan, 70300 Seremban, Negeri Sembilan, Malaysia",80.0,"https://www.google.com/maps?q=2.660655,101.871737","https://www.google.com/maps?q=2.6603391,101.8723888"
SJK(T) LADANG SEMENYIH,BBD4060,2.947881,101.852946,confirmed,SJK (T) Ladang Semenyih,2.9478201,101.8531031,"B34, 43500 Semenyih, Selangor, Malaysia",19.0,"https://www.google.com/maps?q=2.947881,101.852946","https://www.google.com/maps?q=2.9478201,101.8531031"
SJK(T) BESTARI JAYA,BBD3048,3.37969,101.404082,confirmed,Tadika Aspirasi Sentosa,3.3792483,101.4083043,"1, Jln Kampung, Taman Sentosa, 45600 Batang Berjuntai, Selangor, Malaysia",471.0,"https://www.google.com/maps?q=3.37969,101.404082","https://www.google.com/maps?q=3.3792483,101.4083043"
SJK(T) JALAN LOBAK,NBD4071,2.73167,101.931,confirmed,St. Paul's Institution,2.7287147,101.9320821,"Jalan Tan Sri Manickavasagam, Bandar Seremban, 70200 Seremban, Negeri Sembilan, Malaysia",350.0,"https://www.google.com/maps?q=2.73167,101.931","https://www.google.com/maps?q=2.7287147,101.9320821"
SJK(T) PERSIARAN RAJA MUDA MUSA,BBD0077,3.001161,101.401868,confirmed,Sekolah Jenis Kebangsaan (Tamil) Persiaran Raja Muda Musa தமிழ் தேசிய வகுப்பு தொகுப்பு பள்ளி பரிசாரம் ராஜா முதா முசா,3.000598,101.4016549,"Persiaran Raja Muda Musa, Kawasan 13, 42000 Pelabuhan Klang, Selangor, Malaysia",67.0,"https://www.google.com/maps?q=3.001161,101.401868","https://www.google.com/maps?q=3.000598,101.4016549"
SJK(T) LADANG WELLESLEY,KBD5048,5.432578,100.527946,confirmed,Sekolah Kebangsaan Lunas Jaya,5.4310264,100.5298577,"Jalan Lunas, Kampung Ara Kuda, 09600 Lunas, Kedah, Malaysia",273.0,"https://www.google.com/maps?q=5.432578,100.527946","https://www.google.com/maps?q=5.4310264,100.5298577"
SJK(T) LADANG SEREMBAN,NBD4081,2.656445,101.992871,confirmed,SJK (T) Ladang Seremban,2.6570398,101.9929826,"Sjk (t) Ladang Seremban, Bandar Seremban Selatan, 71450 Senawang, Malaysia",67.0,"https://www.google.com/maps?q=2.656445,101.992871","https://www.google.com/maps?q=2.6570398,101.9929826"
SJK(T) KLEBANG,ABD2175,4.683972079,101.1201077,confirmed,SJK (T) Klebang,4.6838798,101.12014,"KM 12, Jalan Kuala Kangsar, D.R., 31200 Chemor, Perak, Malaysia",11.0,"https://www.google.com/maps?q=4.683972079,101.1201077","https://www.google.com/maps?q=4.6838798,101.12014"
SJK(T) SARASWATHY,KBD3094,5.650918,100.493114,confirmed,SMK Convent Father Barre,5.6505271,100.4894679,"115, Jalan Kolam Air, Kampung Teroi, 08000 Sungai Petani, Kedah, Malaysia",406.0,"https://www.google.com/maps?q=5.650918,100.493114","https://www.google.com/maps?q=5.6505271,100.4894679"
SJK(T) KO SARANGAPANY,KBD5061,5.420801,100.54578,confirmed,Sekolah Menengah Kebangsaan Jalan Paya Besar,5.418489,100.546911,"Taman Kobis, 09600 Lunas, Kedah, Malaysia",286.0,"https://www.google.com/maps?q=5.420801,100.54578","https://www.google.com/maps?q=5.418489,100.546911"
SJK(T) PUSAT TELOK DATOK,BBD1063,2.817753,101.524725,confirmed,SMK Telok Datok,2.8200894,101.5248537,"Jalan Sultan Abdul Samad, Telok Datok, 42700 Banting, Selangor, Malaysia",260.0,"https://www.google.com/maps?q=2.817753,101.524725","https://www.google.com/maps?q=2.8200894,101.5248537"
SJK(T) LADANG NORTH HUMMOCK,BBD8464,3.104316,101.445674,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang North Hummock Setia Alam,3.1044327,101.4457095,"5, Jalan Setia Prima U U13/U, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",14.0,"https://www.google.com/maps?q=3.104316,101.445674","https://www.google.com/maps?q=3.1044327,101.4457095"
SJK(T) LADANG MOUNT AUSTIN,JBD1005,1.56742687821517,103.793072104454,confirmed,SJK(T) Ladang Mount Austin,1.5673476000000002,103.7929867,"Jln Harmonium, Taman Desa Tebrau, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",13.0,"https://www.google.com/maps?q=1.56742687821517,103.793072104454","https://www.google.com/maps?q=1.5673476000000002,103.7929867"
SJK(T) LADANG SENAWANG,NBD4080,2.661502778,101.9963972,confirmed,SMK Taman Tuanku Jaafar,2.6624573,101.9981699,"Taman Tuanku Jaafar Sungai Gadut, 71450 Seremban, Negeri Sembilan, Malaysia",224.0,"https://www.google.com/maps?q=2.661502778,101.9963972","https://www.google.com/maps?q=2.6624573,101.9981699"
SJK(T) MAHAJOTHI,KBD3087,5.625578,100.524279,confirmed,SMK Sungai Pasir Kechil,5.625573,100.521469,"Jalan Kuala Ketil, Kampung Batu Dua, 08000 Sungai Petani, Kedah, Malaysia",311.0,"https://www.google.com/maps?q=5.625578,100.524279","https://www.google.com/maps?q=5.625573,100.521469"
SJK(T) LADANG BUKIT SERAMPANG,JBD1028,1.4804884,103.649869,confirmed,SJKT Bukit Serampang,1.4806989,103.6499893,"Jalan Indah 10/3, Taman Bukit Indah, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",27.0,"https://www.google.com/maps?q=1.4804884,103.649869","https://www.google.com/maps?q=1.4806989,103.6499893"
SJK(T) JALAN HAJI MANAN,JBD2044,2.038125,103.317804,confirmed,Sekolah Jenis Kebangsaan Tamil Kluang,2.0384039,103.3178028,"Jalan Omar, Taman Suria, 86000 Kluang, Johor Darul Ta'zim, Malaysia",31.0,"https://www.google.com/maps?q=2.038125,103.317804","https://www.google.com/maps?q=2.0384039,103.3178028"
SJK(T) VIVEKANANDA,BBD8458,3.096696,101.636729,confirmed,SJK (T) Vivekananda,3.09687,101.63709,"Jalan Templer, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor, Malaysia",45.0,"https://www.google.com/maps?q=3.096696,101.636729","https://www.google.com/maps?q=3.09687,101.63709"
SJK(T) F.E.S. SERDANG,BBD8453,2.999458,101.701128,confirmed,Sekolah Kebangsaan Serdang,3.0000078,101.7004887,"Universiti Putra Malaysia, Jalan Utama, Kompleks Pertanian Serdang, 43400 Serdang, Selangor, Malaysia",94.0,"https://www.google.com/maps?q=2.999458,101.701128","https://www.google.com/maps?q=3.0000078,101.7004887"
SJK(T) BANDAR MAHKOTA CHERAS,BBD4065,3.06528225449396,101.793015822488,confirmed,Sekolah Jenis Kebangsaan Tamil Bandar Mahkota Cheras,3.0652357,101.7930127,"Lot 39070, Persiaran Mahkota Cheras 1, Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",5.0,"https://www.google.com/maps?q=3.06528225449396,101.793015822488","https://www.google.com/maps?q=3.0652357,101.7930127"
SJK(T) NILAI,NBD4072,2.80228,101.797,confirmed,SMK Dato Mohd Said,2.8025864,101.7966902,"Smk Dato Mohd Said, Pekan Nilai, 71800 Nilai, Malaysia",48.0,"https://www.google.com/maps?q=2.80228,101.797","https://www.google.com/maps?q=2.8025864,101.7966902"
SJK(T) METHODIST,BBD0079,3.143005,101.379108,confirmed,Sekolah Jenis Kebangsaan (Tamil) Methodist,3.14315,101.379397,"Jalan Bukit Kapar, Pekan Kapar, 42200 Kapar, Selangor, Malaysia",36.0,"https://www.google.com/maps?q=3.143005,101.379108","https://www.google.com/maps?q=3.14315,101.379397"
SJK(T) LADANG EMERALD,BBD0072,3.018031,101.534369,confirmed,SJK(T) Ladang Emerald Shah Alam,3.0182766,101.5347032,"Persiaran Kemuning Prima, Kemuning Utama, 40400 Shah Alam, Selangor, Malaysia",46.0,"https://www.google.com/maps?q=3.018031,101.534369","https://www.google.com/maps?q=3.0182766,101.5347032"
SJK(T) TUN SAMBANTHAN,BBD8470,3.035625,101.588612,confirmed,Sekolah Kebangsaan Dato' Onn Jaafar,3.0360992,101.588944,"Kompleks Sekolah Wawasan, USJ 15, Persiaran Kewajipan, Usj 14, 47630 Subang Jaya, Selangor, Malaysia",64.0,"https://www.google.com/maps?q=3.035625,101.588612","https://www.google.com/maps?q=3.0360992,101.588944"
SJK(T) LADANG KINRARA,BBD8455,3.056838,101.648923,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Kinrara,3.0567902,101.6484968,"Bandar Kinrara, 47180 Puchong, Selangor, Malaysia",48.0,"https://www.google.com/maps?q=3.056838,101.648923","https://www.google.com/maps?q=3.0567902,101.6484968"
SJK(T) KULIM,KBD5053,5.36282,100.5555,confirmed,Maahad Tahfiz Sains Darul Aman,5.363265,100.5557085,"17A, Jalan Pegawai, Kampung Bukit Awi, 09000 Kulim, Kedah, Malaysia",55.0,"https://www.google.com/maps?q=5.36282,100.5555","https://www.google.com/maps?q=5.363265,100.5557085"
SJK(T) MASAI,JBD1008,1.48852022254151,103.88358861208,confirmed,SJK(C) Masai 马塞华小,1.4906880000000002,103.8853048,"Jalan Sekolah, Kampung Sepakat, 81750 Masai, Johor Darul Ta'zim, Malaysia",307.0,"https://www.google.com/maps?q=1.48852022254151,103.88358861208","https://www.google.com/maps?q=1.4906880000000002,103.8853048"
SJK(T) LORONG JAVA,NBD4070,2.723313,101.940524,confirmed,SJK(T) Lorong Java Lane,2.7241434,101.9416661,"1, Lorong Jawa 1, Bandar Seremban, 70000 Seremban, Negeri Sembilan, Malaysia",157.0,"https://www.google.com/maps?q=2.723313,101.940524","https://www.google.com/maps?q=2.7241434,101.9416661"
SJK(T) KANGKAR PULAI,JBD1027,1.561802,103.582124,confirmed,Sekolah Jenis Kebangsaan (C) Woon Hwa文化华文小学,1.5597485,103.5830103,"Bandar Baru Kangkar Pulai, 81110 Kangkar Pulai, Johor, Malaysia",249.0,"https://www.google.com/maps?q=1.561802,103.582124","https://www.google.com/maps?q=1.5597485,103.5830103"
SJK(T) PUCHONG,BBD8454,3.001541,101.621509,confirmed,Sekolah Menengah Kebangsaan Puchong,3.0007862,101.6215611,"Jalan Puchong Batu 14, Bandar Puchong Utama, 47100 Puchong, Selangor, Malaysia",84.0,"https://www.google.com/maps?q=3.001541,101.621509","https://www.google.com/maps?q=3.0007862,101.6215611"
SJK(T) MAK MANDIN,PBD2076,5.4206,100.392330999999,confirmed,SJK(T) Mak Mandin,5.420694999999999,100.3927928,"Kawasan Perindustrian Mak Mandin, 13400 Butterworth, Penang, Malaysia",52.0,"https://www.google.com/maps?q=5.4206,100.392330999999","https://www.google.com/maps?q=5.420694999999999,100.3927928"
SJK(T) CASTLEFIELD,BBD8451,3.028473,101.614173,confirmed,SJK (T) Castlefield,3.0284028,101.6139694,"29, Jalan TPP 1/17, Taman Perindustrian Puchong, 47100 Puchong, Selangor, Malaysia",24.0,"https://www.google.com/maps?q=3.028473,101.614173","https://www.google.com/maps?q=3.0284028,101.6139694"
SJK(T) LADANG KULAI BESAR,JBD8004,1.64393633506673,103.59530210495,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Kulai Besar,1.6438157999999998,103.5954535,"Ladang Kulai Besar, Johor, 81000 Kulai, Johor, Malaysia",22.0,"https://www.google.com/maps?q=1.64393633506673,103.59530210495","https://www.google.com/maps?q=1.6438157999999998,103.5954535"
SJK(T) SUNGAI RENGGAM,BBD8468,3.048425,101.516476,confirmed,Sekolah Kebangsaan Pendidikan Khas Selangor,3.0482185,101.5154248,"Jalan Pinang Raja 18/2, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",119.0,"https://www.google.com/maps?q=3.048425,101.516476","https://www.google.com/maps?q=3.0482185,101.5154248"
SJK(T) LADANG RINI,JBD1022,1.52287013721416,103.649471998215,confirmed,SMK Taman Mutiara Rini 2,1.5224314,103.6505398,"Off, Jalan Hang Jebat, Mutiara Rini, 81300 Skudai, Johor Darul Ta'zim, Malaysia",128.0,"https://www.google.com/maps?q=1.52287013721416,103.649471998215","https://www.google.com/maps?q=1.5224314,103.6505398"
SJK(T) CONVENT SEREMBAN (KOMPLEKS WAWASAN),NBD4069,2.680326,101.903395,confirmed,SMK Taman Bukit Kepayang,2.6803253,101.9057294,"Garden Homes Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",259.0,"https://www.google.com/maps?q=2.680326,101.903395","https://www.google.com/maps?q=2.6803253,101.9057294"
SJK(T) TAMAN SENTOSA,BBD0093,2.996349,101.482319,confirmed,SJK(T) Taman Sentosa,2.9967493,101.4827448,"Lorong Hulubalang 10c, Taman Sentosa, 41200 Klang, Selangor, Malaysia",65.0,"https://www.google.com/maps?q=2.996349,101.482319","https://www.google.com/maps?q=2.9967493,101.4827448"
