school_name,school_code,latitude,longitude,status,google_name,google_lat,google_lng,google_address,distance_m,your_pin_link,google_pin_link
SJK(T) LADANG SUNGAI BARU,NBD3034,2.47908,102.078,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Sungai Baru Negeri sembilan,2.4788561,102.0778208,"Ladang Sungai Baru, 71150 Linggi, Negeri Sembilan, Malaysia",32.0,"https://www.google.com/maps?q=2.47908,102.078","https://www.google.com/maps?q=2.4788561,102.0778208"
SJK(T) LADANG SOMME,KBD5060,5.2532,100.6032,confirmed,SJK(T) Ladang Somme,5.253056,100.6031336,"Kampung Badlishah, 09800 Serdang, Kedah, Malaysia",18.0,"https://www.google.com/maps?q=5.2532,100.6032","https://www.google.com/maps?q=5.253056,100.6031336"
SJK(T) LADANG KIM SENG,KBD0056,5.59221,100.70884,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Kim Seng,5.591659,100.7057632,"Kampung Batu Lima, 09100 Kuala Ketil, Kedah, Malaysia",346.0,"https://www.google.com/maps?q=5.59221,100.70884","https://www.google.com/maps?q=5.591659,100.7057632"
SJK(T) LADANG TUPAH,KBD3082,5.722263,100.440569,confirmed,SJKT LADANG TUPAH,5.7210526,100.4379679,"Jalan Yan, 08400 Bedong, Kedah, Malaysia",318.0,"https://www.google.com/maps?q=5.722263,100.440569","https://www.google.com/maps?q=5.7210526,100.4379679"
SJK(T) LADANG GEDONG,ABD3072,4.974260802,100.6039723,confirmed,SJK(T) Ladang Gedong,4.974226,100.6039199,"Kampung Sungai Gedong, 34300 Bagan Serai, Perak, Malaysia",7.0,"https://www.google.com/maps?q=4.974260802,100.6039723","https://www.google.com/maps?q=4.974226,100.6039199"
SJK (TAMIL & TELUGU) BAGAN DATOH,ABDB010,3.981728,100.786967,confirmed,Sekolah Menengah Kebangsaan Seri Muara,3.9829321,100.7869019,"Rumah Awan Bagan Datuk, 36100 Bagan Datuk, Perak, Malaysia",134.0,"https://www.google.com/maps?q=3.981728,100.786967","https://www.google.com/maps?q=3.9829321,100.7869019"
SJK(T) LADANG KIRBY,NBD4074,2.744828,101.845176,confirmed,SJK (T) Ladang Kirby,2.7448841,101.8450732,"Batu 9, Jalan Labu, Kampung Masjid, 71900 Labu, Negeri Sembilan, Malaysia",13.0,"https://www.google.com/maps?q=2.744828,101.845176","https://www.google.com/maps?q=2.7448841,101.8450732"
SJK(T) LADANG TANGKAH,JBD9007,2.34036,102.644105,confirmed,SJK(T) Ladang Tangkah,2.340469,102.64415660000002,"84900 Tangkak, Johor, Malaysia",13.0,"https://www.google.com/maps?q=2.34036,102.644105","https://www.google.com/maps?q=2.340469,102.64415660000002"
SJK(T) CEP. NIYOR KLUANG,JBD2049,2.094078,103.268524,confirmed,SJK T CEP Niyor,2.094149,103.2684506,"Malaysia, Johor Darul Ta'zim, Kluang, ジャラン・チャメック - クルアン 2012",11.0,"https://www.google.com/maps?q=2.094078,103.268524","https://www.google.com/maps?q=2.094149,103.2684506"
SJK(T) LADANG SOUTHERN MALAY,JBD2039,1.780999,103.364383,offset,Sekolah Kebangsaan Bukit Kenangan,1.7801716,103.3591427,"Batu 41, Jalan johor, Kampung Batu Empat Puluh Satu, 86200 Simpang Renggam, Johor, Malaysia",590.0,"https://www.google.com/maps?q=1.780999,103.364383","https://www.google.com/maps?q=1.7801716,103.3591427"
SJK(T) KUALA KURAU,ABD3059,5.018645,100.434028,confirmed,SJK (C) Yu Chai,5.0188814,100.4322884,"1, Jalan Besar, 34350 Kuala Kurau, Perak, Malaysia",194.0,"https://www.google.com/maps?q=5.018645,100.434028","https://www.google.com/maps?q=5.0188814,100.4322884"
SJK(T) LADANG ANAK KULIM,KBD5049,5.30649,100.5989,confirmed,SJK(T) Ladang Anak Kulim,5.306529299999999,100.5987328,"Peti Surat 22, Ladang Anak Kulim Kulim, Kulim, Kedah, Malaysia",19.0,"https://www.google.com/maps?q=5.30649,100.5989","https://www.google.com/maps?q=5.306529299999999,100.5987328"
SJK(T) LADANG PERHENTIAN TINGGI,NBD3035,2.64684,102.029,confirmed,SJK (T) Ladang Perhentian Tinggi,2.6466607,102.0272718,"No.1, Sungai Gadut, 71450, Seremban, Negeri Sembilan, Perhentian Tinggi, 71450 Pedas, Negeri Sembilan, Malaysia",193.0,"https://www.google.com/maps?q=2.64684,102.029","https://www.google.com/maps?q=2.6466607,102.0272718"
SJK(T) BHARATHY,ABD0076,4.26559,101.237616,confirmed,SJK(C) Chenderiang 霹靂 積莪營國民型华文小学,4.2634171,101.2377388,"11, Jalan Temoh, 35300 Chenderiang, Perak, Malaysia",242.0,"https://www.google.com/maps?q=4.26559,101.237616","https://www.google.com/maps?q=4.2634171,101.2377388"
SJK(T) LADANG SELBORNE,CBD3050,4.244009,101.991909,offset,SMK Padang Tengku,4.235929,101.9902167,"Kampung Beralas, 27100 Kuala Lipis, Pahang, Malaysia",918.0,"https://www.google.com/maps?q=4.244009,101.991909","https://www.google.com/maps?q=4.235929,101.9902167"
SJK(T) LADANG JABI,KBDB001,6.1659,100.50098,confirmed,SJK(T) Ladang Jabi,6.165521,100.4995608,"175, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia",162.0,"https://www.google.com/maps?q=6.1659,100.50098","https://www.google.com/maps?q=6.165521,100.4995608"
SJK(T) LADANG MIDDLETON,NBD6011,2.705397,102.472609,confirmed,SJK (T) Ladang Middleton,2.7054446,102.4727853,"No. 1, Batu 3, Jalan Middleton, 73500, Rompin, Negeri Sembilan, 73500 Rompin, Negeri Sembilan, Malaysia",20.0,"https://www.google.com/maps?q=2.705397,102.472609","https://www.google.com/maps?q=2.7054446,102.4727853"
SJK(T) LADANG GLENEALY,ABD8451,4.465336,100.924435,confirmed,SJK (T) Ladang Glenealy,4.4653243,100.9241257,"Taman Seri Sayang, 32800 Parit, Perak, Malaysia",34.0,"https://www.google.com/maps?q=4.465336,100.924435","https://www.google.com/maps?q=4.4653243,100.9241257"
SJK(T) LADANG BIKAM,ABD0083,4.047720947,101.2983161,confirmed,Sekolah Kebangsaan Bikam,4.0447887,101.2975071,"35500 Sungkai, Perak, Malaysia",338.0,"https://www.google.com/maps?q=4.047720947,101.2983161","https://www.google.com/maps?q=4.0447887,101.2975071"
SJK(T) LADANG GULA,ABD3066,4.956176,100.467564,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Gula,4.9562326,100.4672501,"34350 Kuala Kurau, Perak, Malaysia",35.0,"https://www.google.com/maps?q=4.956176,100.467564","https://www.google.com/maps?q=4.9562326,100.4672501"
SJK(T) LADANG BEKOH,JBD9002,2.35273,102.53577,confirmed,"SJK(Tamil) Ladang Bekoh, Tangkak, Johor",2.3527087,102.5356884,"9G3P+37, Kampung Bekoh, 84900 Tangkak, Johor Darul Ta'zim, Malaysia",9.0,"https://www.google.com/maps?q=2.35273,102.53577","https://www.google.com/maps?q=2.3527087,102.5356884"
SJK(T) KAMPONG BARU BATU MATANG,ABD6115,4.847516,100.667632,confirmed,SJK Tamil Kampong Baru Batu Matang,4.8475353,100.6673786,"Srjk Tamil Kampong Batu Matang, 34750 Matang, Perak, Malaysia",28.0,"https://www.google.com/maps?q=4.847516,100.667632","https://www.google.com/maps?q=4.8475353,100.6673786"
SJK(T) PULAU CAREY SELATAN,BBD1066,2.856519403,101.3312145,confirmed,SJK(T) Pulau Carey Selatan,2.8564273,101.3316102,"42960 Carey Island, Selangor, Malaysia",45.0,"https://www.google.com/maps?q=2.856519403,101.3312145","https://www.google.com/maps?q=2.8564273,101.3316102"
SJK(T) LADANG KATI,ABD4112,4.921268918,100.9173166,not_on_google,,,,,,"https://www.google.com/maps?q=4.921268918,100.9173166",
SJK(T) KAMPUNG JEBONG LAMA,ABD6114,4.837197,100.679526,confirmed,Sekolah Jenis Kebangsaan (T) Kampung Jebong Lama,4.8369247,100.679499,"34700 Matang, Perak, Malaysia",30.0,"https://www.google.com/maps?q=4.837197,100.679526","https://www.google.com/maps?q=4.8369247,100.679499"
SJK(T) LADANG RAJA MUSA,BBD3064,3.413714,101.283593,confirmed,SJK(T) Ladang Raja Musa,3.4133764,101.281852,"2, Jalan 7, Taman Padi Emas, 45500 Tanjong Karang, Selangor, Malaysia",197.0,"https://www.google.com/maps?q=3.413714,101.283593","https://www.google.com/maps?q=3.4133764,101.281852"
SJK(T) MERSING,JBD4021,2.430437,103.842826,confirmed,Sekolah Menengah Kebangsaan Sri Mersing,2.4300361,103.8426796,"Jln Ismail, Mersing Kechil, 86800 Mersing, Johor Darul Ta'zim, Malaysia",47.0,"https://www.google.com/maps?q=2.430437,103.842826","https://www.google.com/maps?q=2.4300361,103.8426796"
SJK(T) METHODIST,ABD9007,4.346798,101.109496,confirmed,SMK Malim Nawar,4.347417,101.1131431,"Jalan Besar, 31700 Malim Nawar, Perak, Malaysia",410.0,"https://www.google.com/maps?q=4.346798,101.109496","https://www.google.com/maps?q=4.347417,101.1131431"
SJK(T) KAHANG BATU 24,JBD2047,2.227432,103.556598,confirmed,"SJK(T) Batu 24, Kahang",2.2276773,103.5564533,"Jalan Mersing, Kampung Kahang Baharu, 86000 Kahang, Johor Darul Ta'zim, Malaysia",32.0,"https://www.google.com/maps?q=2.227432,103.556598","https://www.google.com/maps?q=2.2276773,103.5564533"
SJK(T) JALAN PARIT IBRAHIM,JBD6027,1.50598756095344,103.384354412556,confirmed,Pei Chun High School,1.5037969,103.3860227,"Pontian Besar, Jalan Persisiran Megah, Taman Megah, 82000 Pontian, Johor Darul Ta'zim, Malaysia",306.0,"https://www.google.com/maps?q=1.50598756095344,103.384354412556","https://www.google.com/maps?q=1.5037969,103.3860227"
SJK(T) LADANG NORDANAL,JBD9003,2.1995,102.744104,confirmed,SJK (T) Ladang Nordanal,2.1993782,102.7439704,"J33, 84600, 84600, Johor, Malaysia",20.0,"https://www.google.com/maps?q=2.1995,102.744104","https://www.google.com/maps?q=2.1993782,102.7439704"
SJK(T) LADANG YAM SENG,ABD3058,4.941571,100.700123,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Yam Seng,4.941863,100.7000392,"Jalan Kerian, 34400 Simpang Empat Semanggol, Perak, Malaysia",34.0,"https://www.google.com/maps?q=4.941571,100.700123","https://www.google.com/maps?q=4.941863,100.7000392"
SJK(T) LADANG BRAFFERTON,BBD0061,3.174388,101.34912,confirmed,SJKT Ladang Brafferton,3.1743613,101.349179,"Kampung Kapar, 45600 Kapar, Selangor, Malaysia",7.0,"https://www.google.com/maps?q=3.174388,101.34912","https://www.google.com/maps?q=3.1743613,101.349179"
SJK(T) LADANG FLEMINGTON,ABDB007,3.890583,100.872157,offset,Kolej Pengajian Tinggi Islam Al-Insaniah Cawangan Bagan Datuk,3.8864083,100.8750668,"Imzahali Agro Eco Kem Lot 2622 Parit 13, Jalan Simpang Empat - Bagan Datuk, Parit 11 Batu Enam Belas, 36300 Sungai Sumun, Perak, Malaysia",565.0,"https://www.google.com/maps?q=3.890583,100.872157","https://www.google.com/maps?q=3.8864083,100.8750668"
SJK(T) LADANG SUNGAI SAMAK,ABDB014,3.750594,101.146004,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Sungai Samak,3.750898,101.1461609,"Ladang Sungai Samak, 36400 Ulu Bernam, Perak, Malaysia",38.0,"https://www.google.com/maps?q=3.750594,101.146004","https://www.google.com/maps?q=3.750898,101.1461609"
SJK(T) LURAH BILUT,CBD0042,3.65841688,101.8924768,confirmed,SJK (C) Lurah Bilut,3.6595571,101.8940245,"Felda Lurah Bilut, Pahang, Kampung Baharu, 28800 Lurah Bilut, Pahang, Malaysia",213.0,"https://www.google.com/maps?q=3.65841688,101.8924768","https://www.google.com/maps?q=3.6595571,101.8940245"
SJK(T) SLIM VILLAGE,ABDA002,3.850516981,101.4798343,confirmed,SJK(C)Ho Pin,3.850979,101.47906,"Jalan Taylor, Kampung Baharu, 35800 Slim River, Perak, Malaysia",100.0,"https://www.google.com/maps?q=3.850516981,101.4798343","https://www.google.com/maps?q=3.850979,101.47906"
SJK(T) THIRUVALLUVAR,KBD2138,6.17994,100.36614,confirmed,SK Taman Aman,6.1798201,100.3647786,"Jalan Anak Bukit, Taman Aman, 05150 Alor Setar, Kedah, Malaysia",151.0,"https://www.google.com/maps?q=6.17994,100.36614","https://www.google.com/maps?q=6.1798201,100.3647786"
SJK(T) KAMPONG TUN SAMBANTHAN,ABD1083,4.336969109,100.7036314,confirmed,SJKT Kampong Tun Sambathan,4.336969,100.703631,"8PP3+QF, 32200 Changkat Keruing, Perak, Malaysia",0.0,"https://www.google.com/maps?q=4.336969109,100.7036314","https://www.google.com/maps?q=4.336969,100.703631"
SJK(T) GHANDIJI,BBD3056,3.485694,101.116062,confirmed,"Sekolah Rendah Agama Parit 4, Sekinchan",3.481689,101.1172367,"Kampung Parit Empat, 45400 Tanjong Karang, Selangor, Malaysia",464.0,"https://www.google.com/maps?q=3.485694,101.116062","https://www.google.com/maps?q=3.481689,101.1172367"
SJK(T) LADANG SUNGAI BULOH,BBD3069,3.311921635,101.3155087,confirmed,SJKT Ladang Sungai Buloh,3.3120787,101.3144129,"Kampung Kuantan, 45000 Bukit Rotan, Selangor, Malaysia",123.0,"https://www.google.com/maps?q=3.311921635,101.3155087","https://www.google.com/maps?q=3.3120787,101.3144129"
SJK(T) LADANG BUTE,BBD9453,2.756533,101.743473,offset,SJK (T) Ladang Bute,2.755813,101.748055,"43900 Sepang, Selangor, Malaysia",515.0,"https://www.google.com/maps?q=2.756533,101.743473","https://www.google.com/maps?q=2.755813,101.748055"
SJK(T) LADANG SUNGAI PLENTONG,JBD1007,1.53656865931573,103.842470347881,confirmed,SJK(T) Ladang Sungai Plentong,1.5363874,103.8425318,"Karung Berkunci 704, 80730, 81750 Johor Bahru, Johor Darul Ta'zim, Malaysia",21.0,"https://www.google.com/maps?q=1.53656865931573,103.842470347881","https://www.google.com/maps?q=1.5363874,103.8425318"
SJK(T) LADANG TONG WAH,ABD0081,4.234965,101.251088,confirmed,SJKT Ladang Tong Wah,4.2344954,101.2509825,"35000 Chenderiang, Perak, Malaysia",54.0,"https://www.google.com/maps?q=4.234965,101.251088","https://www.google.com/maps?q=4.2344954,101.2509825"
SJK(T) LADANG JERAM PADANG,NBD6009,2.7174,102.402,not_on_google,,,,,,"https://www.google.com/maps?q=2.7174,102.402",
SJK(T) LADANG CHEROH,CBD6042,3.91127,101.81309,offset,Sekolah Jenis Kebangsaan (Cina) Cheroh,3.9027181,101.8149911,"Kampung, Cheroh, 27600 Raub, Pahang, Malaysia",974.0,"https://www.google.com/maps?q=3.91127,101.81309","https://www.google.com/maps?q=3.9027181,101.8149911"
SJK(T) LADANG KUALA REMAN,CBD4053,3.89596,103.14499,confirmed,Sekolah Jenis Kebangsaan ( T ) Ladang Kuala Reman,3.8959189,103.1449978,"Jalan Sungai Lembing, Sungai Pancing, 26200 Kuantan, Pahang, Malaysia",5.0,"https://www.google.com/maps?q=3.89596,103.14499","https://www.google.com/maps?q=3.8959189,103.1449978"
SJK(T) LABU BHG. 1,NBD4078,2.755822222,101.8262167,confirmed,SMK Dato' Shahardin,2.7583815,101.8257382,"10, Jalan Labu, 71900 Labu, Negeri Sembilan, Malaysia",289.0,"https://www.google.com/maps?q=2.755822222,101.8262167","https://www.google.com/maps?q=2.7583815,101.8257382"
SJK(T) LADANG JUASSEH,NBD1067,2.798163,102.303499,confirmed,SJK(T) Ladang Juasseh,2.7981001,102.3034178,"Km 12 Jalan Juasseh, Kampung Baru Batu Gelugor, 72500 Juasseh, Negeri Sembilan, Malaysia",11.0,"https://www.google.com/maps?q=2.798163,102.303499","https://www.google.com/maps?q=2.7981001,102.3034178"
SJK(T) LADANG EDENSOR,CBD7090,3.506740951,102.2757355,confirmed,SJK (T) Ladang Edensor,3.5068573,102.27527,"Ladang Edensor, 28400 Mentakab, Pahang, Malaysia",53.0,"https://www.google.com/maps?q=3.506740951,102.2757355","https://www.google.com/maps?q=3.5068573,102.27527"
SJK(T) LADANG HUNTLY,ABD1078,4.431420967,100.6977904,not_on_google,,,,,,"https://www.google.com/maps?q=4.431420967,100.6977904",
SJK(T) LADANG ELPHIL,ABD4118,4.884490948,101.100839,confirmed,SJK(T) Ladang Elphil,4.8856335,101.1012372,"31100 Sungai Siput, Perak, Malaysia",134.0,"https://www.google.com/maps?q=4.884490948,101.100839","https://www.google.com/maps?q=4.8856335,101.1012372"
SJK(T) LADANG LANCHANG,CBD7096,3.474250539,102.1818466,not_on_google,,,,,,"https://www.google.com/maps?q=3.474250539,102.1818466",
SJK(T) LADANG SUNGAI KAWANG,CBD7097,3.473787499,102.1423752,confirmed,SJKC SG. KAWANG,3.4722975,102.1391895,"28500 Lanchang, Pahang, Malaysia",390.0,"https://www.google.com/maps?q=3.473787499,102.1423752","https://www.google.com/maps?q=3.4722975,102.1391895"
SJK(T) LADANG ULU REMIS,JBD2034,1.840501,103.46733,confirmed,SJK (T) Ladang Ulu Remis,1.8405424,103.4671928,"Jln Ladang Ulu Remis, 86300 Layang-Layang, Johor Darul Ta'zim, Malaysia",16.0,"https://www.google.com/maps?q=1.840501,103.46733","https://www.google.com/maps?q=1.8405424,103.4671928"
SJK(T) LADANG CHERSONESE,ABD3067,4.991251,100.442362,confirmed,Sekolah Jenis Kebangsaan ( T ) Ladang Chersonese,4.991504,100.4418871,"34350 Kuala Kurau, Perak, Malaysia",60.0,"https://www.google.com/maps?q=4.991251,100.442362","https://www.google.com/maps?q=4.991504,100.4418871"
SJK(T) LADANG SAGIL,JBD9005,2.31492097186768,102.638386487961,confirmed,SJK(T) Ladang Sagil,2.3139668,102.6379937,"Ladang Sagil, Tangkak, 84900, Johor, Malaysia",115.0,"https://www.google.com/maps?q=2.31492097186768,102.638386487961","https://www.google.com/maps?q=2.3139668,102.6379937"
SJK(T) LADANG BEHRANG RIVER,ABDA008,3.722436,101.480724,confirmed,SJK (T) Ladang Behrang River,3.7220822,101.4807113,"Jalan Wawasan Industri 5, Bandar Behrang 2020, 35900 Tanjong Malim, Perak, Malaysia",39.0,"https://www.google.com/maps?q=3.722436,101.480724","https://www.google.com/maps?q=3.7220822,101.4807113"
SJK(T) AIR KUNING SELATAN,NBD5032,2.48442,102.471,confirmed,SK Air Kuning Selatan.,2.4871930000000004,102.4704641,"Air Kuning Selatan, 73200 Gemencheh, Negeri Sembilan, Malaysia",314.0,"https://www.google.com/maps?q=2.48442,102.471","https://www.google.com/maps?q=2.4871930000000004,102.4704641"
SJK(T) LADANG KELPIN,NBD6005,2.778382,102.518646,confirmed,SJK (T) Ladang Kelpin,2.7787224,102.5187995,"No. 1, Ladang Kelpin, 73500 Rompin, Negeri Sembilan, Malaysia",42.0,"https://www.google.com/maps?q=2.778382,102.518646","https://www.google.com/maps?q=2.7787224,102.5187995"
SJK(T) PULAU CAREY TIMUR,BBD1068,2.911423707,101.4006949,confirmed,Pulau Carey Timur National Type (Tamil) Primary School,2.9108974,101.40049700000002,"42000 Carey Island, Selangor, Malaysia",63.0,"https://www.google.com/maps?q=2.911423707,101.4006949","https://www.google.com/maps?q=2.9108974,101.40049700000002"
SJK(T) LADANG REPAH,NBD5030,2.51854,102.252,confirmed,SJK(T) Ladang Repah,2.5185737,102.251855,"No. 1, Ladang Repah, 73000, Tampin, Negeri Sembilan, 73000 Tampin, Negeri Sembilan, Malaysia",17.0,"https://www.google.com/maps?q=2.51854,102.252","https://www.google.com/maps?q=2.5185737,102.251855"
SJK(T) LADANG FORTROSE,JBD7072,2.59207833321848,102.641776800156,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Fortrose,2.5921548,102.6415294,"Gemas Baru, Johor, 73400 Gemas, Johor, Malaysia",29.0,"https://www.google.com/maps?q=2.59207833321848,102.641776800156","https://www.google.com/maps?q=2.5921548,102.6415294"
SJK(T) LADANG SUA BETONG,NBD2041,2.50138,101.910351,confirmed,SJK (T) Ladang Sua Betong,2.5008775,101.9099173,"KM 22, Jalan Linggi, 71000 Port Dickson, Negeri Sembilan, Malaysia",74.0,"https://www.google.com/maps?q=2.50138,101.910351","https://www.google.com/maps?q=2.5008775,101.9099173"
SJK(T) LADANG NAM HENG,JBD3018,1.629855,103.901623,confirmed,SJK(T) Ladang Nam Heng,1.6298186,103.9016502,"P.O. Box 502, Kota Tinggi, Johor, Malaysia",5.0,"https://www.google.com/maps?q=1.629855,103.901623","https://www.google.com/maps?q=1.6298186,103.9016502"
SJK(T) LADANG KAMPAR,ABD9006,4.269801,101.109451,confirmed,"SJKT LADANG KAMPAR, PERAK",4.269583,101.109447,"7495+RQ, 31910 Kampar, Perak, Malaysia",24.0,"https://www.google.com/maps?q=4.269801,101.109451","https://www.google.com/maps?q=4.269583,101.109447"
SJK(T) LADANG ESCOT,BBD5044,3.670463,101.542506,confirmed,SJK(T) Ladang Escot,3.6707147,101.5421038,"Sjk Ladang Escot, 35900 Tanjong Malim, Malaysia",53.0,"https://www.google.com/maps?q=3.670463,101.542506","https://www.google.com/maps?q=3.6707147,101.5421038"
SJK(T) LADANG CASHWOOD,ABD1084,4.321599392,100.6885896,offset,SJK (T) Ladang Cashwood,4.3159452,100.6875781,"No. 1, Ladang Cashwood, 32400, Ayer Tawar, Perak, 32200 Changkat Keruing, Perak, Malaysia",639.0,"https://www.google.com/maps?q=4.321599392,100.6885896","https://www.google.com/maps?q=4.3159452,100.6875781"
SJK(T) LADANG GADEK,MBD0064,2.453723,102.24923,confirmed,SJK (T) Ladang Gadek,2.4536915,102.2490876,"78000 Alor Gajah, Malacca, Malaysia",16.0,"https://www.google.com/maps?q=2.453723,102.24923","https://www.google.com/maps?q=2.4536915,102.2490876"
SJK(T) LADANG BOH (2),CBD1014,4.447886111,101.4361056,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Boh 2,4.447753100000001,101.436099,"1956, Jalan Ladang Boh, 39000 Cameron, Pahang, Malaysia",15.0,"https://www.google.com/maps?q=4.447886111,101.4361056","https://www.google.com/maps?q=4.447753100000001,101.436099"
SJK(T) LADANG PASIR GAJAH,DBD7404,5.61991,102.211,confirmed,SK Pasir Gajah,5.620796299999999,102.2127829,"Unnamed Road, 18000 Kuala Krai, Kelantan, Malaysia",221.0,"https://www.google.com/maps?q=5.61991,102.211","https://www.google.com/maps?q=5.620796299999999,102.2127829"
SJK(T) TUN SAMBANTHAN,ABD4117,4.870798388,101.096351,confirmed,SJK(T) Tun Sambanthan,4.8707058,101.0962844,"31100 Sungai Siput, Perak, Malaysia",13.0,"https://www.google.com/maps?q=4.870798388,101.096351","https://www.google.com/maps?q=4.8707058,101.0962844"
SJK(T) LADANG SILIAU,NBD2048,2.578594,101.911353,confirmed,SJK(T) Ladang Siliau,2.5786236,101.9107662,"Ladang Siliau, 71100 Rantau, Negeri Sembilan, Malaysia",65.0,"https://www.google.com/maps?q=2.578594,101.911353","https://www.google.com/maps?q=2.5786236,101.9107662"
SJK(T) LADANG ST. LEONARD,NBD2035,2.516839,101.833697,confirmed,SJK(C) St. Leonards,2.5170868000000004,101.8332132,"712, Jalan Anggerik 12, Taman Port Dickson Utama, 71000 Port Dickson, Negeri Sembilan, Malaysia",60.0,"https://www.google.com/maps?q=2.516839,101.833697","https://www.google.com/maps?q=2.5170868000000004,101.8332132"
SJK(T) KEMUNING (H/D),MBD0066,2.46094,102.337,offset,SMK Tebong,2.4664414,102.3440506,"Jalan Tebong, 77500 Alor Gajah, Melaka, Malaysia",994.0,"https://www.google.com/maps?q=2.46094,102.337","https://www.google.com/maps?q=2.4664414,102.3440506"
SJK(T) LADANG SUNGAI RAMBAI,BBD3071,3.345025,101.364686,not_on_google,,,,,,"https://www.google.com/maps?q=3.345025,101.364686",
SJK(T) LADANG SUNGAI REYLA,ABD4119,4.898040443,101.1036649,not_on_google,,,,,,"https://www.google.com/maps?q=4.898040443,101.1036649",
SJK(T) LADANG RENJOK,CBD0040,3.293910914,102.0875556,confirmed,SJK(C) Telemong,3.2931544,102.0884817,"Jalan Besar Telemong, Kampung Telemong Indah, 28620 Karak, Pahang, Malaysia",133.0,"https://www.google.com/maps?q=3.293910914,102.0875556","https://www.google.com/maps?q=3.2931544,102.0884817"
SJK(T) LADANG REM,JBD3014,1.69392222537589,103.89581143856,confirmed,Ladang Rem Tamil Primary School,1.6939657,103.8957623,"Jalan Ladang REM, 81900 Kota Tinggi, Johor Darul Ta'zim, Malaysia",7.0,"https://www.google.com/maps?q=1.69392222537589,103.89581143856","https://www.google.com/maps?q=1.6939657,103.8957623"
SJK(T) LADANG TAMPIN LINGGI,NBD2051,2.515658,101.996314,confirmed,Sekolah Jenis Kebangsaan (T) Ladang Tampin Linggi,2.5175157,101.9960929,"Kampung Tampin Linggi, 71150 Linggi, Negeri Sembilan, Malaysia",208.0,"https://www.google.com/maps?q=2.515658,101.996314","https://www.google.com/maps?q=2.5175157,101.9960929"
SJK(T) LADANG NAGAPPA,JBD7073,2.432378623,102.6838017,confirmed,"Eduwis Jementah, Johor",2.4341342,102.6799873,"25, Jln Jakas, Kampung Permatang Panjang, 85000 Jementah, Johor Darul Ta'zim, Malaysia",467.0,"https://www.google.com/maps?q=2.432378623,102.6838017","https://www.google.com/maps?q=2.4341342,102.6799873"
SJK(T) LADANG NIGEL GARDNER,BBD5055,3.514096,101.497745,confirmed,SJK(T) Ladang Nigel Gardner,3.5134622,101.4972437,"ladang nigel gardner, 45600 Batang Berjuntai, Selangor, Malaysia",90.0,"https://www.google.com/maps?q=3.514096,101.497745","https://www.google.com/maps?q=3.5134622,101.4972437"
SJK(T) SRI TELEMONG,CBD0039,3.367272763,102.0570028,confirmed,SJKT (T) Sri Telemong,3.3674329000000003,102.057,"28620 Karak, Pahang, Malaysia",18.0,"https://www.google.com/maps?q=3.367272763,102.0570028","https://www.google.com/maps?q=3.3674329000000003,102.057"
SJK(T) LADANG JIN SENG,ABD3068,4.956041,100.470371,confirmed,Sekolah Jenis Kebangsaan (Tamil) Ladang Gula,4.9562326,100.4672501,"34350 Kuala Kurau, Perak, Malaysia",346.0,"https://www.google.com/maps?q=4.956041,100.470371","https://www.google.com/maps?q=4.9562326,100.4672501"
SJK(T) LADANG SERKAM,MBD1059,2.166999,102.393981,confirmed,SJK(T) Ladang Serkam,2.1670328,102.3932195,"77300 Merlimau, Malacca, Malaysia",85.0,"https://www.google.com/maps?q=2.166999,102.393981","https://www.google.com/maps?q=2.1670328,102.3932195"
SJK(T) LADANG BENTA,CBD3049,4.047818787,101.9875442,confirmed,SK Batu 13,4.0472538,101.9866848,"No. 1, Batu 13, 27300, Benta, Pahang, 27300 Benta, Pahang, Malaysia",114.0,"https://www.google.com/maps?q=4.047818787,101.9875442","https://www.google.com/maps?q=4.0472538,101.9866848"
SJK(T) LADANG CHANGKAT ASA,BBD5043,3.682292,101.492855,confirmed,SJKT LADANG CHANGKAT ASA,3.6826645,101.4948719,"MFMV+2X, 44020 Kerling, Selangor, Malaysia",228.0,"https://www.google.com/maps?q=3.682292,101.492855","https://www.google.com/maps?q=3.6826645,101.4948719"
SJK(T) LADANG BLUE VALLEY,CBD1016,4.58695,101.41685,confirmed,SJKT LADANG BLUE VALLEY,4.5901517,101.4180547,"Blue Valley, 39000 Tanah Rata, Pahang, Malaysia",380.0,"https://www.google.com/maps?q=4.58695,101.41685","https://www.google.com/maps?q=4.5901517,101.4180547"
SJK(T) KERUH,ABD7047,5.705661,101.000691,confirmed,Sekolah Kebangsaan Kroh,5.7053062,100.9980785,"Jalan Tasek, 33100 Pengkalan Hulu, Perak, Malaysia",292.0,"https://www.google.com/maps?q=5.705661,101.000691","https://www.google.com/maps?q=5.7053062,100.9980785"
